Analysis Name,Condition,pH,EC(S) (uS/cm),P (ppm),K (ppm),Ca (ppm),Mg (ppm),Mn (ppm),S (ppm),Cu (ppm),B (ppm),Zn (ppm),Na (ppm),Fe (ppm),C.E.C (meq/100g),N (%),T-C (%),%Sand (%),%Silt (%),%Clay (%),Ca% (%),Mg% (%),K% (%),Na% (%),OB% (%),H% (%),Ca:Mg (%),Latitude,Longitude,Region,Texture,Recommandation
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.52,53.0,3.39,25.5,259.0,84.1,41.1,4.03,0.25,0.22,< 0.20,6.3,40.1,2.38,0.023,0.27,90.0,8.92,1.08,54.5,29.5,2.75,1.15,4.88,7.2,1.85,16.2149,-15.70764,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.87,33.5,13.8,56.0,537.0,119.0,45.7,6.55,0.50,0.32,0.49,8.08,55.2,4.12,0.017,0.21,84.6,9.28,6.08,65.1,24.1,3.48,0.85,4.53,1.95,2.71,16.26738,-15.79066,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.72,34.7,8.56,38.4,610.0,143.0,43.8,5.81,0.51,0.33,0.59,8.55,54.2,4.8,0.02,0.21,84.6,8.92,6.44,63.5,24.8,2.05,0.77,4.68,4.2,2.56,16.26738,-15.79066,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.59,34.6,6.71,47.0,181.0,48.9,17.7,4.35,0.21,0.18,0.26,6.55,37.9,1.64,0.011,0.12,89.6,9.28,1.08,55.1,24.8,7.34,1.74,4.81,6.15,2.22,16.51707,-15.38335,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.45,27.0,6.22,25.8,184.0,50.9,17.1,3.86,0.22,0.13,0.41,3.97,42.0,1.64,0.014,0.12,89.6,4.28,6.08,55.9,25.8,4.02,1.05,4.95,8.25,2.17,16.51707,-15.38335,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.77,60.9,14.3,81.3,177.0,55.7,15.0,5.06,< 0.20,0.28,0.56,7.86,48.3,1.73,< 0.01,0.085,94.6,4.28,1.08,51.1,26.8,12.0,1.97,4.63,3.45,1.91,16.52866,-15.36117,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.92,27.8,11.2,60.0,198.0,53.7,13.2,3.92,< 0.20,0.20,0.96,13.6,46.4,1.75,0.014,0.13,90.0,8.92,1.08,56.6,25.6,8.79,3.38,4.48,1.2,2.21,16.52866,-15.36117,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.02,37.4,8.5,107,267.0,68.2,17.7,6.28,0.23,0.34,0.69,25.1,36.2,2.39,0.018,0.18,90.0,3.92,6.08,55.8,23.8,11.5,4.56,4.38,0.0,2.35,16.5202,-15.37114,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.78,59.1,4.41,120,263.0,65.5,8.74,5.69,0.26,0.26,0.31,19.2,31.8,2.45,0.011,0.12,90.0,3.92,6.08,53.8,22.3,12.6,3.41,4.62,3.3,2.41,16.5202,-15.37114,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.98,55.5,3.68,47.7,333.0,74.0,22.9,3.98,0.29,0.18,0.37,15.3,37.8,2.59,0.036,0.36,83.6,8.92,7.52,64.2,23.8,4.72,2.57,4.42,0.3,2.7,16.51558,-15.35726,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.71,55.4,6.28,64.6,269.0,67.6,23.4,4.65,0.28,0.22,0.44,24.2,38.5,2.4,0.015,0.18,93.9,0.36,5.72,56.1,23.5,6.91,4.39,4.69,4.35,2.39,16.51558,-15.35726,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.85,37.7,2.45,33.9,220.0,45.7,41.8,3.26,0.24,0.17,< 0.20,13.3,28.5,1.74,0.018,0.18,83.2,14.6,2.16,63.1,21.8,4.98,3.32,4.55,2.25,2.89,16.51388,-15.35443,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.89,46.9,3.95,45.6,245.0,53.7,49.3,3.76,0.29,0.20,0.27,11.2,32.8,1.96,0.011,0.11,78.2,19.3,2.52,62.5,22.8,5.97,2.49,4.51,1.65,2.74,16.51388,-15.35443,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.48,20.1,2.35,15.9,167.0,47.4,10.9,2.69,0.27,0.12,0.30,8.76,27.7,1.5,0.013,0.13,83.2,15.0,1.8,55.7,26.3,2.72,2.54,4.92,7.8,2.11,16.51143,-15.35361,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.88,48.1,4.08,28.4,218.0,57.9,22.5,3.79,0.21,0.17,0.22,7.77,38.0,1.79,0.016,0.17,83.2,15.0,1.8,60.8,26.9,4.06,1.88,4.52,1.8,2.26,16.51143,-15.35361,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.03,46.0,7.51,51.5,310.0,88.1,27.4,5.13,0.31,0.25,0.51,25.5,41.1,2.64,0.013,0.15,78.2,19.6,2.16,58.7,27.8,5.0,4.2,4.37,0.0,2.11,16.51284,-15.35702,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.78,31.4,4.61,27.9,233.0,64.1,20.8,3.62,0.38,0.18,0.36,17.5,34.4,2.01,0.011,0.1,83.2,14.6,2.16,58.1,26.6,3.57,3.79,4.62,3.3,2.18,16.51284,-15.35702,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.76,28.6,13.2,46.0,389.0,72.4,48.0,3.78,0.54,0.26,0.87,4.46,42.9,2.93,0.03,0.34,90.4,4.28,5.36,66.5,20.6,4.03,0.66,4.64,3.6,3.22,16.475,-14.99523,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.18,53.6,37.5,98.1,831.0,149.0,66.0,7.9,0.78,0.79,2.16,16.3,60.0,5.97,< 0.01,0.1,80.4,14.6,5.0,69.6,20.8,4.21,1.19,4.22,0.0,3.35,16.475,-14.99523,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.74,23.6,2.93,65.6,323.0,77.4,9.03,4.06,0.38,0.24,0.74,9.83,64.9,3.47,0.019,0.26,90.7,3.92,5.36,46.6,18.6,4.85,1.23,5.92,22.8,2.5,15.8235,-16.35279,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.08,23.2,5.3,39.7,317.0,74.1,20.9,3.95,0.39,0.16,1.00,7.79,61.6,2.89,0.013,0.15,90.4,4.64,5.0,54.9,21.4,3.52,1.17,5.24,13.8,2.57,15.8235,-16.35279,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.38,13.8,1.35,15.2,176.0,46.5,8.21,2.14,0.29,0.16,0.31,4.65,43.8,1.55,0.015,0.14,95.7,4.28,,56.8,25.0,2.52,1.31,5.02,9.3,2.27,15.82139,-16.35412,Saint-Louis,Mixte,Aucune recommandation spécifique.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.33,23.6,3.74,30.5,184.0,45.9,13.6,3.02,0.32,0.17,0.50,5.26,41.6,1.65,0.018,0.25,95.7,3.56,0.72,55.6,23.1,4.73,1.38,5.07,10.1,2.41,15.82139,-16.35412,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.57,37.5,13.7,66.0,534.0,160.0,51.5,5.33,0.73,0.36,1.07,8.04,74.9,4.74,0.011,0.1,75.4,14.3,10.4,56.3,28.1,3.57,0.74,4.83,6.45,2.0,16.46442,-14.44835,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.45,23.6,10.6,53.4,639.0,205.0,53.6,5.79,0.74,0.26,0.49,9.37,73.9,5.85,0.02,0.23,70.7,14.3,15.0,54.6,29.2,2.34,0.7,4.95,8.25,1.87,16.46442,-14.44835,Saint-Louis,Sable argileux,Ajouter du compost pour équilibrer l'aération et la rétention d'eau.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.91,41.8,12.9,75.2,658.0,173.0,59.3,6.02,0.65,0.39,0.75,16.8,65.5,5.31,0.016,0.19,80.4,15.4,4.28,62.0,27.2,3.63,1.38,4.49,1.35,2.28,16.46428,-14.44479,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.82,19.4,7.52,47.5,685.0,147.0,54.9,5.09,0.69,0.27,0.57,11.8,58.7,5.2,0.022,0.27,81.1,8.92,10.0,65.8,23.5,2.34,0.99,4.58,2.7,2.8,16.46428,-14.44479,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.6,20.2,5.11,15.7,139.0,38.1,12.7,2.5,0.21,0.17,0.61,6.76,38.9,1.21,0.02,0.2,95.7,3.92,0.36,57.3,26.2,3.32,2.42,4.8,6.0,2.19,15.18003,-16.35509,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.53,13.1,2.9,14.4,170.0,49.2,19.1,1.97,0.34,0.21,0.49,5.31,45.7,1.5,0.01,0.095,95.7,3.92,0.36,56.7,27.4,2.46,1.54,4.87,7.05,2.07,15.18003,-16.35509,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.58,55.8,27.2,152,846.0,183.0,71.1,6.79,0.74,0.51,0.80,18.6,67.9,6.47,0.025,0.29,83.2,14.3,2.52,65.3,23.6,6.02,1.25,3.82,0.0,2.77,16.47401,-14.99419,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.22,46.0,10.5,64.0,493.0,88.0,64.8,4.37,0.59,0.26,0.63,9.38,48.3,3.55,0.014,0.13,83.2,14.3,2.52,69.4,20.6,4.62,1.15,4.18,0.0,3.36,16.47401,-14.99419,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.05,62.8,13.8,77.2,276.0,79.4,37.9,5.33,0.27,0.24,0.74,16.5,39.0,2.42,0.014,0.12,88.2,9.28,2.52,57.1,27.4,8.19,2.97,4.35,0.0,2.09,16.3531,-15.11543,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.83,24.9,9.98,47.1,303.0,96.8,47.5,3.66,0.30,0.22,0.58,11.2,40.9,2.68,0.012,0.11,88.2,9.28,2.52,56.5,30.1,4.5,1.82,4.57,2.55,1.88,16.3531,-15.11543,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.93,26.8,46.8,38.4,412.0,68.9,45.6,4.41,0.54,0.22,0.55,23.5,55.0,3.0,0.01,0.086,93.2,4.28,2.52,68.7,19.1,3.28,3.41,4.47,1.05,3.59,16.50752,-14.59937,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.34,44.3,58.6,56.1,462.0,84.7,39.9,4.62,0.50,0.28,1.21,12.7,55.5,3.35,0.012,0.12,88.2,9.28,2.52,68.9,21.1,4.29,1.65,4.06,0.0,3.27,16.50752,-14.59937,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.89,39.3,15.3,39.2,536.0,135.0,65.3,5.94,0.64,0.23,0.25,17.2,76.9,4.24,0.013,0.12,88.2,9.28,2.52,63.2,26.5,2.37,1.76,4.51,1.65,2.38,16.50881,-14.59949,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.09,41.9,44.5,83.1,588.0,138.0,58.4,5.69,0.63,0.40,1.09,17.3,76.5,4.58,0.021,0.22,83.6,13.9,2.52,64.3,25.1,4.66,1.64,4.31,0.0,2.56,16.50881,-14.59949,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.58,29.1,15.4,24.7,401.0,96.9,31.2,4.15,0.47,0.16,0.53,10.3,55.6,3.29,0.018,0.18,83.2,14.3,2.52,61.0,24.6,1.93,1.36,4.82,6.3,2.48,16.48794,-14.4518,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.54,43.2,5.14,20.6,404.0,93.6,27.3,3.72,0.45,0.096,0.20,10.9,44.6,3.29,0.014,0.15,78.2,14.3,7.52,61.5,23.7,1.61,1.44,4.86,6.9,2.59,16.48794,-14.4518,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.01,35.4,9.97,109,447.0,87.6,44.5,4.96,0.50,0.28,< 0.20,27.1,55.4,3.52,0.014,0.14,77.8,14.6,7.52,63.6,20.8,7.95,3.35,4.39,0.0,3.06,16.46486,-14.44614,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.22,20.9,17.8,106,501.0,107.0,51.3,5.32,0.48,0.22,0.47,16.5,65.5,3.9,0.018,0.19,77.8,20.0,2.16,64.2,22.8,6.96,1.84,4.18,0.0,2.81,16.46486,-14.44614,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,7.81,68.5,8.28,131,899.0,199.0,58.2,5.99,0.61,0.25,0.66,9.16,59.4,6.77,0.019,0.19,83.2,14.3,2.52,66.4,24.5,4.96,0.59,3.59,0.0,2.71,16.45427,-14.4536,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,8.09,81.0,4.08,116,1290.0,213.0,55.9,6.42,0.67,0.24,< 0.20,10.8,61.0,8.86,0.014,0.15,87.8,9.64,2.52,72.8,20.0,3.36,0.53,3.31,0.0,3.63,16.45427,-14.4536,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,8.01,71.4,12.3,94.6,1060.0,142.0,45.8,5.85,0.50,0.31,0.30,9.22,52.6,7.0,0.013,0.14,87.8,10.0,2.16,75.7,16.9,3.46,0.57,3.39,0.0,4.48,16.46259,-14.4504,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,8.06,93.9,5.81,51.6,1040.0,161.0,55.8,6.48,0.52,0.25,0.20,10.0,52.5,6.95,0.012,0.13,87.8,10.0,2.16,74.8,19.3,1.9,0.63,3.34,0.0,3.88,16.46259,-14.4504,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.99,42.9,15.1,60.9,660.0,142.0,60.2,4.91,0.48,0.27,0.34,17.0,56.7,4.94,0.015,0.19,77.8,19.6,2.52,66.8,24.0,3.16,1.5,4.41,0.15,2.79,16.46693,-14.44861,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.64,45.7,6.98,60.6,600.0,133.0,48.4,6.5,0.43,0.29,0.31,14.0,47.1,4.81,0.015,0.2,77.8,14.6,7.52,62.3,23.0,3.23,1.26,4.76,5.4,2.71,16.46693,-14.44861,Saint-Louis,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.49,14.6,8.41,6.77,127.0,31.1,10.9,4.11,0.28,0.093,0.27,11.6,32.5,1.52,< 0.01,0.082,93.9,5.0,1.08,41.8,17.0,1.14,3.32,6.42,30.3,2.45,15.50011,-16.22758,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.19,9.5,6.34,43.8,134.0,32.0,11.3,4.32,0.36,0.11,0.39,15.8,34.2,2.08,0.023,0.2,93.9,5.0,1.08,32.2,12.8,5.39,3.3,7.02,39.3,2.51,15.50011,-16.22758,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.76,16.7,5.01,24.5,171.0,28.5,52.0,3.47,0.37,0.10,0.28,8.57,39.7,1.66,0.024,0.26,85.4,13.6,1.08,51.6,14.3,3.79,2.25,5.88,22.2,3.6,13.15383,-14.11005,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.56,19.9,3.55,24.7,249.0,38.5,13.0,5.23,1.36,0.20,1.95,22.4,43.5,2.64,0.024,0.25,85.4,13.6,1.08,47.2,12.2,2.4,3.7,6.28,28.2,3.88,13.15383,-14.11005,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.86,18.9,5.09,64.0,184.0,56.7,25.8,5.32,0.45,0.25,1.02,15.2,42.2,2.16,0.023,0.31,80.0,16.5,3.5,42.6,21.9,7.6,3.06,5.68,19.2,1.95,13.10898,-14.23736,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.22,38.5,1.12,42.7,243.0,76.2,20.4,8.61,8.31,0.34,7.44,21.8,32.8,3.76,0.027,0.37,70.1,24.2,5.71,32.3,16.9,2.91,2.52,6.96,38.4,1.91,13.10898,-14.23736,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.21,31.1,4.01,68.3,250.0,51.1,172.0,4.5,0.45,0.19,0.73,18.6,52.0,2.33,0.016,0.28,79.5,17.9,2.58,53.7,18.3,7.52,3.47,5.19,11.8,2.94,13.1154,-14.20715,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,6.08,26.7,2.52,58.3,251.0,84.0,157.0,4.96,0.31,0.23,0.43,14.1,54.4,2.68,0.019,0.25,79.5,17.9,2.58,46.9,26.2,5.59,2.29,5.24,13.8,1.79,13.1154,-14.20715,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.41,9.8,2.69,2.64,105.0,18.4,1.59,2.82,0.31,0.29,0.52,10.1,91.7,1.2,0.013,0.16,75.0,19.3,5.72,43.7,12.8,0.56,3.66,6.58,32.7,3.42,13.12067,-14.17003,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.66,9.0,5.98,11.5,173.0,27.7,19.3,3.54,0.45,0.29,0.85,12.0,114.0,1.71,0.017,0.26,75.0,24.3,0.72,50.5,13.5,1.72,3.04,6.08,25.2,3.75,13.12067,-14.17003,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.82,26.7,5.18,37.0,234.0,76.4,77.1,5.3,0.52,0.18,0.66,14.9,43.5,2.66,0.024,0.37,70.0,19.3,10.7,43.9,23.9,3.56,2.43,5.76,20.4,1.84,13.13767,-14.13928,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.23,62.0,2.65,33.6,266.0,88.9,90.9,9.77,0.54,0.43,0.93,39.5,36.7,4.24,0.024,0.37,70.0,19.3,10.7,31.4,17.5,2.03,4.05,6.94,38.1,1.8,13.13767,-14.13928,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.48,13.1,2.58,18.6,127.0,23.4,8.69,2.55,0.36,0.10,0.42,7.86,108.0,1.45,0.02,0.27,75.4,18.9,5.72,43.8,13.5,3.29,2.36,6.44,30.6,3.26,13.07835,-14.05906,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.92,20.7,4.48,15.7,162.0,22.3,24.8,3.72,0.68,0.29,1.84,11.9,140.0,1.41,0.024,0.35,75.4,23.9,0.72,57.4,13.2,2.85,3.66,5.56,17.4,4.36,13.07835,-14.05906,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.97,24.0,9.1,34.1,153.0,40.5,89.4,3.82,0.30,0.12,0.83,7.77,42.8,1.56,0.017,0.29,80.0,14.3,5.72,49.2,21.7,5.62,2.17,5.46,15.9,2.27,13.0999,-14.05572,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Dry,5.2,35.0,5.44,19.9,148.0,44.9,78.0,5.19,0.23,0.13,0.36,18.0,40.0,2.3,0.015,0.22,80.0,14.3,5.72,32.1,16.2,2.22,3.4,7.0,39.0,1.98,13.0999,-14.05572,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
